Subject,ckOrder,ckCode,ckAlignCode,StrandCode,Strand/Domain,Category/Cluster,CCSS Standard,,,GRADE,STRAND,#,letter,merged for check against ckCode,PARSED CODES are grouped here - these have been checked against column C and all miskeys should be corrected as of 4/9/12
Math,962,5.NF.6,5NF.6,NF5.6,Numbers & Operations: Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,"Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem.",,,5,NF,6,,5.NF.6,
Math,963,5.NF.7,5NF.7,NF5.7,Numbers & Operations: Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,"Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions. (Students able to multiply fractions in general can develop strategies to divide fractions in general, by reasoning about the relationship between multiplication and division. But division of a fraction by a fraction is not a requirement at this grade.)",,,5,NF,7,,5.NF.7,
Math,964,5.NF.7.a,5NF.7.a,NF5.7.a,Numbers & Operations: Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,"Interpret division of a unit fraction by a non-zero whole number, and compute such quotients. For example, create a story context for (1/3) ÷ 4 and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that (1/3) ÷ 4 = 1/12 because (1/12) × 4 = 1/3.",,,5,NF,7,a,5.NF.7.a,
Math,965,5.NF.7.b,5NF.7.b,NF5.7.b,Numbers & Operations: Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,"Interpret division of a whole number by a unit fraction, and compute such quotients. For example, create a story context for 4 ÷ (1/5) and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that 4 ÷ (1/5) = 20 because 20 × (1/5) = 4.",,,5,NF,7,b,5.NF.7.b,
Math,966,5.NF.7.c,5NF.7.c,NF5.7.c,Numbers & Operations: Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,"Solve real-world problems involving division of unit fractions by non-zero whole numbers and division of whole numbers by unit fractions, e.g., by using visual fraction models and equations to represent the problem. For example, how much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 1/3-cup servings are in 2 cups of raisins?",,,5,NF,7,c,5.NF.7.c,
Math,967,5.MD.1,5MD.1,MD5.1,Measurement & Data,Convert like measurement units within a given measurement system.,"Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step real world problems.",,,5,MD,1,,5.MD.1,
Math,968,5.MD.2,5MD.2,MD5.2,Measurement & Data,Represent and interpret data.,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally.",,,5,MD,2,,5.MD.2,
Math,969,5.MD.3,5MD.3,MD5.3,Measurement & Data,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.,,,5,MD,3,,5.MD.3,
Math,970,5.MD.3.a,5MD.3.a,MD5.3.a,Measurement & Data,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,"A cube with side length 1 unit, called a “unit cube,” is said to have “one cubic unit” of volume, and can be used to measure volume.",,,5,MD,3,a,5.MD.3.a,
Math,971,5.MD.3.b,5MD.3.b,MD5.3.b,Measurement & Data,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,A solid figure which can be packed without gaps or overlaps using n unit cubes is said to have a volume of n cubic units.,,,5,MD,3,b,5.MD.3.b,
Math,972,5.MD.4,5MD.4,MD5.4,Measurement & Data,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,"Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units.",,,5,MD,4,,5.MD.4,
Math,973,5.MD.5,5MD.5,MD5.5,Measurement & Data,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.,,,5,MD,5,,5.MD.5,
Math,974,5.MD.5.a,5MD.5.a,MD5.5.a,Measurement & Data,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,"Find the volume of a right rectangular prism with whole-number side lengths by packing it with unit cubes, and show that the volume is the same as would be found by multiplying the edge lengths, equivalently by multiplying the height by the area of the base. Represent three-fold whole-number products as volumes, e.g., to represent the associative property of multiplication.",,,5,MD,5,a,5.MD.5.a,
Math,975,5.MD.5.b,5MD.5.b,MD5.5.b,Measurement & Data,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,Apply the formulas V =(l)(w)(h) and V = (b)(h) for rectangular prisms to find volumes of right rectangular prisms with whole-number edge lengths in the context of solving real world and mathematical problems.,,,5,MD,5,b,5.MD.5.b,
Math,976,5.MD.5.c,5MD.5.c,MD5.5.c,Measurement & Data,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,"Recognize volume as additive. Find volumes of solid figures composed of two non-overlapping right rectangular prisms by adding the volumes of the non-overlapping parts, applying this technique to solve real world problems.",,,5,MD,5,c,5.MD.5.c,
Math,977,5.G.1,5G.1,G5.1,Geometry,Graph points on the coordinate plane to solve real-world and mathematical problems.,"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate).",,,5,G,1,,5.G.1,
Math,978,5.G.2,5G.2,G5.2,Geometry,Graph points on the coordinate plane to solve real-world and mathematical problems.,"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation.",,,5,G,2,,5.G.2,
Math,979,5.G.3,5G.3,G5.3,Geometry,Classify two-dimensional figures into categories based on their properties.,"Understand that attributes belonging to a category of two-dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles.",,,5,G,3,,5.G.3,
Math,980,5.G.4,5G.4,G5.4,Geometry,Classify two-dimensional figures into categories based on their properties.,Classify two-dimensional figures in a hierarchy based on properties.,,,5,G,4,,5.G.4,
Math,981,6.RP.1,6RP.1,RP6.1,Ratios & Proportional Relationships,Understand ratio concepts and use ratio reasoning to solve problems.,"Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”",,,6,RP,1,,6.RP.1,
Math,982,6.RP.2,6RP.2,RP6.2,Ratios & Proportional Relationships,Understand ratio concepts and use ratio reasoning to solve problems.,"Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠ 0 (b not equal to zero), and use rate language in the context of a ratio relationship. For example, ""This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar."" ""We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.""  (Expectations for unit rates in this grade are limited to non-complex fractions.)",,,6,RP,2,,6.RP.2,
Math,983,6.RP.3,6RP.3,RP6.3,Ratios & Proportional Relationships,Understand ratio concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",,,6,RP,3,,6.RP.3,
Math,984,6.RP.3.a,6RP.3.a,RP6.3.a,Ratios & Proportional Relationships,Understand ratio concepts and use ratio reasoning to solve problems.,"Make tables of equivalent ratios relating quantities with whole-number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane. Use tables to compare ratios.",,,6,RP,3,a,6.RP.3.a,
Math,985,6.RP.3.b,6RP.3.b,RP6.3.b,Ratios & Proportional Relationships,Understand ratio concepts and use ratio reasoning to solve problems.,"Solve unit rate problems including those involving unit pricing and constant speed. For example, If it took 7 hours to mow 4 lawns, then at that rate, how many lawns could be mowed in 35 hours? At what rate were lawns being mowed?",,,6,RP,3,b,6.RP.3.b,
Math,986,6.RP.3.c,6RP.3.c,RP6.3.c,Ratios & Proportional Relationships,Understand ratio concepts and use ratio reasoning to solve problems.,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole given a part and the percent.",,,6,RP,3,c,6.RP.3.c,
Math,987,6.RP.3.d,6RP.3.d,RP6.3.d,Ratios & Proportional Relationships,Understand ratio concepts and use ratio reasoning to solve problems.,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,,,6,RP,3,d,6.RP.3.d,
Math,988,6.NS.1,6NS.1,NS6.1,Number System,Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) ÷ (3/4) and use a visual fraction model to show the quotient; use the relationship between multiplication and division to explain that (2/3) ÷ (3/4) = 8/9 because 3/4 of 8/9 is 2/3. (In general, (a/b) ÷ (c/d) = ad/bc.) How much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 3/4-cup servings are in 2/3 of a cup of yogurt? How wide is a rectangular strip of land with length 3/4 mi and area 1/2 square mi?",,,6,NS,1,,6.NS.1,
Math,989,6.NS.2,6NS.2,NS6.2,Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,Fluently divide multi-digit numbers using the standard algorithm.,,,6,NS,2,,6.NS.2,
Math,990,6.NS.3,6NS.3,NS6.3,Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",,,6,NS,3,,6.NS.3,
Math,991,6.NS.4,6NS.4,NS6.4,Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,"Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1–100 with a common factor as a multiple of a sum of two whole numbers with no common factor. For example, express 36 + 8 as 4 (9 + 2).",,,6,NS,4,,6.NS.4,
Math,992,6.NS.5,6NS.5,NS6.5,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, debits/credits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.",,,6,NS,5,,6.NS.5,
Math,993,6.NS.6,6NS.6,NS6.6,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,,,6,NS,6,,6.NS.6,
Math,994,6.NS.6.a,6NS.6.a,NS6.6.a,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., –(–3) = 3, and that 0 is its own opposite.",,,6,NS,6,a,6.NS.6.a,
Math,995,6.NS.6.b,6NS.6.b,NS6.6.b,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.",,,6,NS,6,b,6.NS.6.b,
Math,996,6.NS.6.c,6NS.6.c,NS6.6.c,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.,,,6,NS,6,c,6.NS.6.c,
Math,997,6.NS.7,6NS.7,NS6.7,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Understand ordering and absolute value of rational numbers.,,,6,NS,7,,6.NS.7,
Math,998,6.NS.7.a,6NS.7.a,NS6.7.a,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram. For example, interpret –3 > –7 as a statement that –3 is located to the right of –7 on a number line oriented from left to right.",,,6,NS,7,a,6.NS.7.a,
Math,999,6.NS.7.b,6NS.7.b,NS6.7.b,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Write, interpret, and explain statements of order for rational numbers in real-world contexts. For example, write –3°C > –7°C to express the fact that –3°C is warmer than –7°C.",,,6,NS,7,b,6.NS.7.b,
Math,1000,6.NS.7.c,6NS.7.c,NS6.7.c,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. For example, for an account balance of –30 dollars, write |–30| = 30 to describe the size of the debt in dollars.",,,6,NS,7,c,6.NS.7.c,
Math,1001,6.NS.7.d,6NS.7.d,NS6.7.d,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Distinguish comparisons of absolute value from statements about order. For example, recognize that an account balance less than –30 dollars represents a debt greater than 30 dollars.",,,6,NS,7,d,6.NS.7.d,
Math,1002,6.NS.8,6NS.8,NS6.8,Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,,,6,NS,8,,6.NS.8,
Math,1003,6.EE.1,6EE.1,EE6.1,Expressions & Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,Write and evaluate numerical expressions involving whole-number exponents.,,,6,EE,1,,6.EE.1,
Math,1004,6.EE.2,6EE.2,EE6.2,Expressions & Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Write, read, and evaluate expressions in which letters stand for numbers.",,,6,EE,2,,6.EE.2,
Math,1005,6.EE.2.a,6EE.2.a,EE6.2.a,Expressions & Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Write expressions that record operations with numbers and with letters standing for numbers. For example, express the calculation “Subtract y from 5” as 5 – y.",,,6,EE,2,a,6.EE.2.a,
Math,1006,6.EE.2.b,6EE.2.b,EE6.2.b,Expressions & Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Identify parts of an expression using mathematical terms (sum, term, product, factor, quotient, coefficient); view one or more parts of an expression as a single entity. For example, describe the expression 2(8 + 7) as a product of two factors; view (8 + 7) as both a single entity and a sum of two terms.",,,6,EE,2,b,6.EE.2.b,
Math,1007,6.EE.2.c,6EE.2.c,EE6.2.c,Expressions & Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Evaluate expressions at specific values for their variables. Include expressions that arise from formulas in real-world problems. Perform arithmetic operations, including those involving whole-number exponents, in the conventional order when there are no parentheses to specify a particular order (Order of Operations). For example, use the formulas V = s^3 and A = 6 s^2 to find the volume and surface area of a cube with sides of length s = 1/2.",,,6,EE,2,c,6.EE.2.c,
Math,1008,6.EE.3,6EE.3,EE6.3,Expressions & Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3(2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6 (4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y.",,,6,EE,3,,6.EE.3,
Math,1009,6.EE.4,6EE.4,EE6.4,Expressions & Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for.",,,6,EE,4,,6.EE.4,
Math,1010,6.EE.5,6EE.5,EE6.5,Expressions & Equations,Reason about and solve one-variable equations and inequalities.,"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.",,,6,EE,5,,6.EE.5,
Math,1011,6.EE.6,6EE.6,EE6.6,Expressions & Equations,Reason about and solve one-variable equations and inequalities.,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.",,,6,EE,6,,6.EE.6,
Math,1012,6.EE.7,6EE.7,EE6.7,Expressions & Equations,Reason about and solve one-variable equations and inequalities.,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",,,6,EE,7,,6.EE.7,
Math,1013,6.EE.8,6EE.8,EE6.8,Expressions & Equations,Reason about and solve one-variable equations and inequalities.,Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,,,6,EE,8,,6.EE.8,
Math,1014,6.EE.9,6EE.9,EE6.9,Expressions & Equations,Represent and analyze quantitative relationships between dependent and independent variables.,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time.",,,6,EE,9,,6.EE.9,
Math,1015,6.G.1,6G.1,G6.1,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Find area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",,,6,G,1,,6.G.1,
Math,1016,6.G.2,6G.2,G6.2,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = l w h and V = b h to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",,,6,G,2,,6.G.2,
Math,1017,6.G.3,6G.3,G6.3,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,,,6,G,3,,6.G.3,
Math,1018,6.G.4,6G.4,G6.4,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",,,6,G,4,,6.G.4,
Math,1019,6.SP.1,6SP.1,SP6.1,Statistics & Probability,Develop understanding of statistical variability.,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, “How old am I?” is not a statistical question, but “How old are the students in my school?” is a statistical question because one anticipates variability in students’ ages.",,,6,SP,1,,6.SP.1,
Math,1020,6.SP.2,6SP.2,SP6.2,Statistics & Probability,Develop understanding of statistical variability.,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.",,,6,SP,2,,6.SP.2,
Math,1021,6.SP.3,6SP.3,SP6.3,Statistics & Probability,Develop understanding of statistical variability.,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number.",,,6,SP,3,,6.SP.3,
Math,1022,6.SP.4,6SP.4,SP6.4,Statistics & Probability,Summarize and describe distributions.,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",,,6,SP,4,,6.SP.4,
Math,1023,6.SP.5,6SP.5,SP6.5,Statistics & Probability,Summarize and describe distributions.,"Summarize numerical data sets in relation to their context, such as by:",,,6,SP,5,,6.SP.5,
Math,1024,6.SP.5.a,6SP.5.a,SP6.5.a,Statistics & Probability,Summarize and describe distributions.,Reporting the number of observations. ,,,6,SP,5,a,6.SP.5.a,
Math,1025,6.SP.5.b,6SP.5.b,SP6.5.b,Statistics & Probability,Summarize and describe distributions.,"Describing the nature of the attribute under investigation, including how it was measured and its units of measurement. ",,,6,SP,5,b,6.SP.5.b,
Math,1026,6.SP.5.c,6SP.5.c,SP6.5.c,Statistics & Probability,Summarize and describe distributions.,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data was gathered. ",,,6,SP,5,c,6.SP.5.c,
Math,1027,6.SP.5.d,6SP.5.d,SP6.5.d,Statistics & Probability,Summarize and describe distributions.,Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data was gathered.,,,6,SP,5,d,6.SP.5.d,
Math,1028,7.RP.1,7RP.1,RP7.1,Ratios & Proportional Relationships,Analyze proportional relationships and use them to solve real-world and mathematical problems.,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units. For example, if a person walks 1/2 mile in each 1/4 hour, compute the unit rate as the complex fraction (1/2)/(1/4) miles per hour, equivalently 2 miles per hour.",,,7,RP,1,,7.RP.1,
Math,1029,7.RP.2,7RP.2,RP7.2,Ratios & Proportional Relationships,Analyze proportional relationships and use them to solve real-world and mathematical problems.,Recognize and represent proportional relationships between quantities.,,,7,RP,2,,7.RP.2,
Math,1030,7.RP.2.a,7RP.2.a,RP7.2.a,Ratios & Proportional Relationships,Analyze proportional relationships and use them to solve real-world and mathematical problems.,"Decide whether two quantities are in a proportional relationship, e.g., by testing for equivalent ratios in a table or graphing on a coordinate plane and observing whether the graph is a straight line through the origin.",,,7,RP,2,a,7.RP.2.a,
Math,1031,7.RP.2.b,7RP.2.b,RP7.2.b,Ratios & Proportional Relationships,Analyze proportional relationships and use them to solve real-world and mathematical problems.,"Identify the constant of proportionality (unit rate) in tables, graphs, equations, diagrams, and verbal descriptions of proportional relationships.",,,7,RP,2,b,7.RP.2.b,
Math,1032,7.RP.2.c,7RP.2.c,RP7.2.c,Ratios & Proportional Relationships,Analyze proportional relationships and use them to solve real-world and mathematical problems.,"Represent proportional relationships by equations. For example, if total cost t is proportional to the number n of items purchased at a constant price p, the relationship between the total cost and the number of items can be expressed as t = pn.",,,7,RP,2,c,7.RP.2.c,
Math,1033,7.RP.2.d,7RP.2.d,RP7.2.d,Ratios & Proportional Relationships,Analyze proportional relationships and use them to solve real-world and mathematical problems.,"Explain what a point (x, y) on the graph of a proportional relationship means in terms of the situation, with special attention to the points (0, 0) and (1, r) where r is the unit rate.",,,7,RP,2,d,7.RP.2.d,
Math,1034,7.RP.3,7RP.3,RP7.3,Ratios & Proportional Relationships,Analyze proportional relationships and use them to solve real-world and mathematical problems.,"Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",,,7,RP,3,,7.RP.3,
Math,1035,7.NS.1,7NS.1,NS7.1,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.,,,7,NS,1,,7.NS.1,
Math,1036,7.NS.1.a,7NS.1.a,NS7.1.a,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.","Describe situations in which opposite quantities combine to make 0. For example, a hydrogen atom has 0 charge because its two constituents are oppositely charged.",,,7,NS,1,a,7.NS.1.a,
Math,1037,7.NS.1.b,7NS.1.b,NS7.1.b,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.","Understand p + q as the number located a distance |q| from p, in the positive or negative direction depending on whether q is positive or negative. Show that a number and its opposite have a sum of 0 (are additive inverses). Interpret sums of rational numbers by describing real-world contexts.",,,7,NS,1,b,7.NS.1.b,
Math,1038,7.NS.1.c,7NS.1.c,NS7.1.c,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.","Understand subtraction of rational numbers as adding the additive inverse, p – q = p + (–q). Show that the distance between two rational numbers on the number line is the absolute value of their difference, and apply this principle in real-world contexts.",,,7,NS,1,c,7.NS.1.c,
Math,1039,7.NS.1.d,7NS.1.d,NS7.1.d,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",Apply properties of operations as strategies to add and su.btract rational numbers.,,,7,NS,1,d,7.NS.1.d,
Math,1040,7.NS.2,7NS.2,NS7.2,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.,,,7,NS,2,,7.NS.2,
Math,1041,7.NS.2.a,7NS.2.a,NS7.2.a,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.","Understand that multiplication is extended from fractions to rational numbers by requiring that operations continue to satisfy the properties of operations, particularly the distributive property, leading to products such as (–1)(–1) = 1 and the rules for multiplying signed numbers. Interpret products of rational numbers by describing real-world contexts.",,,7,NS,2,a,7.NS.2.a,
Math,1042,7.NS.2.b,7NS.2.b,NS7.2.b,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.","Understand that integers can be divided, provided that the divisor is not zero, and every quotient of integers (with non-zero divisor) is a rational number. If p and q are integers then –(p/q) = (–p)/q = p/(–q). Interpret quotients of rational numbers by describing real-world contexts.",,,7,NS,2,b,7.NS.2.b,
Math,1043,7.NS.2.c,7NS.2.c,NS7.2.c,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",Apply properties of operations as strategies to multiply and divide rational numbers.,,,7,NS,2,c,7.NS.2.c,
Math,1044,7.NS.2.d,7NS.2.d,NS7.2.d,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,,,7,NS,2,d,7.NS.2.d,
Math,1045,7.NS.3,7NS.3,NS7.3,Number System,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",Solve real-world and mathematical problems involving the four operations with rational numbers.  (Computations with rational numbers extend the rules for manipulating fractions to complex fractions.),,,7,NS,3,,7.NS.3,
Math,1046,7.EE.1,7EE.1,EE7.1,Expressions & Equations,Use properties of operations to generate equivalent expressions.,"Use properties of operations to generate equivalent expressions. Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",,,7,EE,1,,7.EE.1,
Math,1047,7.EE.2,7EE.2,EE7.2,Expressions & Equations,Use properties of operations to generate equivalent expressions.,"Use properties of operations to generate equivalent expressions. Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that “increase by 5%” is the same as “multiply by 1.05.”",,,7,EE,2,,7.EE.2,
Math,1048,7.EE.3,7EE.3,EE7.3,Expressions & Equations,Solve real-life and mathematical problems using numerical and algebraic expressions and equations. ,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations as strategies to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $250. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",,,7,EE,3,,7.EE.3,
Math,1049,7.EE.4,7EE.4,EE7.4,Expressions & Equations,Solve real-life and mathematical problems using numerical and algebraic expressions and equations. ,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.",,,7,EE,4,,7.EE.4,
